"","article","sentence"
"2904","Verbal and numerical expressions of probability-It's a fifty–fifty chance_2000_A+325","First principles organize attention to and learning about relevant data: Number and animate-inanimate distinction as examples."
"2905","Verbal and numerical expressions of probability-It's a fifty–fifty chance_2000_A+330","A philosophical study of early ideas about probabil- ity, induction, and statistical inference ."
"2906","Verbal and numerical expressions of probability-It's a fifty–fifty chance_2000_A+337","The use of judgment heuristics to make social and object decisions: A developmental perspective."
"2907","Verbal and numerical expressions of probability-It's a fifty–fifty chance_2000_A+344","Tversky (Eds.), Judgment under uncertainty: Heuristics and biases (pp."
"2908","Verbal and numerical expressions of probability-It's a fifty–fifty chance_2000_A+353","Tversky (Eds.), Judgment under uncertainty: Heuristics and biases (pp."
"2909","Verbal and numerical expressions of probability-It's a fifty–fifty chance_2000_A+359","Beyond modularity: A developmental perspective on cognitive science ."
"2910","Verbal and numerical expressions of probability-It's a fifty–fifty chance_2000_A+378","Tulips, taxes and temblors of uncertainty.The Washington Post , p."
"2911","Verbal and numerical expressions of probability-It's a fifty–fifty chance_2000_A+400","Research ship may have to halt effort to locate Titanic.The Washington Post, p."
"2912","Verbal and numerical expressions of probability-It's a fifty–fifty chance_2000_A+414","Distributional versus singular approaches to probability and errors in probabilistic reasoning."
"2913","Verbal and numerical expressions of probability-It's a fifty–fifty chance_2000_A+429","The role of numeracy in understanding  the  benefit  of  screening  mammography.Annals of Internal Medicine , 127, 966–972."
"2914","Verbal and numerical expressions of probability-It's a fifty–fifty chance_2000_A+432","Cognition and communication: Judgmental biases, research methods, and the logic of conversation."
"2915","Verbal and numerical expressions of probability-It's a fifty–fifty chance_2000_A+436","Education and cognitive development: The evidence from experimental research."
"2916","Verbal and numerical expressions of probability-It's a fifty–fifty chance_2000_A+450","J udgment under uncertainty: Heuristics and biases.Science, 185, 1124–1131."
"2917","Verbal and numerical expressions of probability-It's a fifty–fifty chance_2000_A+454","Support theory: A nonexistensional representation of subjective probability."
"2918","Verbal and numerical expressions of probability-It's a fifty–fifty chance_2000_A+467","Preferences and reasons for communicating  probabilistic  information  in  verbal or numerical terms.Bulletin of the Psy- chonomic Society, 31, 135–138 Weinstein, N."
"2919","Verbal and numerical expressions of probability-It's a fifty–fifty chance_2000_A+476","Measuring psychological uncertainty: Verbal versus numeric methods."
"2920","Visualizing Uncertainty About the Future_2011_A+1","Visualizing Uncertainty About the Future David Spiegelhalter,1* Mike Pearson,1 Ian Short2 We are all faced with uncertainty about the future, but we can get the measure of some uncertainties in terms of probabilities."
"2921","Visualizing Uncertainty About the Future_2011_A+2","Probabilities are notoriously difficult to communicate effectively to lay audiences, and in this review we examine current practice for communicating uncertainties visually, using examples drawn from sport, weather, climate, health, economics, and politics."
"2922","Visualizing Uncertainty About the Future_2011_A+3","Despite the burgeoning interest in infographics, there is limited experimental evidence on how different types of visualizations are processed and understood, although the effectiveness of some graphics clearly depends on the relative numeracy of an audience."
"2923","Visualizing Uncertainty About the Future_2011_A+4","Fortunately, it is increasingly easy to present data in the form of interactive visualizations and in multiple types of representation that can be adjusted to user needs and capabilities."
"2924","Visualizing Uncertainty About the Future_2011_A+5","Nonetheless, communicating deeper uncertainties resulting from incomplete or disputed knowledge—or from essential indeterminacy about the future—remains a challenge. the benefits of a public health intervention or the potential impact of a hazard on the natural environment."
"2925","Visualizing Uncertainty About the Future_2011_A+6","In a more analytic approach to such situa- tions, a general feeling of uncertainty about the future is replaced by two components: a list of possible outcomes and an assessment of their probabilities."
"2926","Visualizing Uncertainty About the Future_2011_A+7","Such assessments can be made on the basis of judgments or assumptions embodied in statistical models, which inevitably introduces a subjective element."
"2927","Visualizing Uncertainty About the Future_2011_A+8","Some argue that “proba- bility does not exist” (3); our view is that prob- abilities are best treated as reasonable betting odds constructed from available knowledge and information."
"2928","Visualizing Uncertainty About the Future_2011_A+9","Explanation of uncertainty presents a serious challenge, particularly to an audience with a wide range of scientific and mathematical expertise."
"2929","Visualizing Uncertainty About the Future_2011_A+10","In this article we examine the success of graphic visualizations for communicating probabilities to a wider public, and we draw inspiration from the strong tradition of using graphics to repre- Faced with uncertainty about the future, people largely rely on their gut feelings to make decisions (1) influenced by past F experiences, affect and emotion, the views of ac- quaintances, and cultural beliefs (2)."
"2930","Visualizing Uncertainty About the Future_2011_A+11","For  mil- lennia, these intuitive responses have served us well, but there are situations in which a more analytic approach is likely to offer greater preci- sion and deeper insight."
"2931","Visualizing Uncertainty About the Future_2011_A+12","For example, an indi- vidual may be faced with a financial decision sent the frequency of events."
"2932","Visualizing Uncertainty About the Future_2011_A+13","For example, after the Crimean War, Florence Nightingale created diagrams resembling roses (4) (Fig. 1) to illus- trate that far more soldiers died from prevent- able diseases than directly from wounds."
"2933","Visualizing Uncertainty About the Future_2011_A+14","These powerful images had a major impact 464400164222in Nightingale’s campaign to improve sanitary conditions in army hospitals."
"2934","Visualizing Uncertainty About the Future_2011_A+15","Seventy years later, the Austrian phi- losopher and economist Otto Neurath developed a picture “language” he called Isotype (5) as an educational tool in prewar socialist Vienna, which was used, for example, to describe the employment of women (Fig."
"2935","Visualizing Uncertainty About the Future_2011_A+17","In contrast to the subjective influences acting in probability assessments, these compelling graphics depicted objective facts about the world."
"2936","Visualizing Uncertainty About the Future_2011_A+18","We recognize three key concepts in evaluating techniques for displaying probabilistic predictions: (i) heuris- tics (“common sense”) and accom- panying biases applied in the face of uncertainty (6); (ii) risk percep- tion and the role of factors such as personality  and numeracy  (7, 8); and (iii) the type of graphic presentation of data being used—whether static images  or  interactive  software (9)."
"2937","Visualizing Uncertainty About the Future_2011_A+21","Florence Nightingale’s two rose-like graphs (4), each consisting of three overlaid polar area charts, representing deaths from sickness (blue), deaths from wounds (red), and deaths from other causes (black)."
"2938","Visualizing Uncertainty About the Future_2011_A+22","Each sector corresponds to a month, and the area of a sector is proportional to the number of deaths per 1000 soldiers during that month."
"2939","Visualizing Uncertainty About the Future_2011_A+23","The drop in deaths from sickness followed the introduction of sanitary measures in early 1855. ization using a selection of exam- ples, passing over details of graphic design and acknowledging that we only cover a small part of the whole communication process."
"2940","Visualizing Uncertainty About the Future_2011_A+25","2Department of Mathematics and Statistics, The Open University, Milton Keynes MK7 6AA, UK."
"2941","Visualizing Uncertainty About the Future_2011_A+27","E-mail: d.spiegelhalter@statslab.cam.ac.uk with uncertain returns, or may need to choose between alternative medical treatments, or even appraise the odds being offered when gambling."
"2942","Visualizing Uncertainty About the Future_2011_A+28","An organization may need to decide whether to take precautions against bad weather ruin- ing an event."
"2943","Visualizing Uncertainty About the Future_2011_A+29","Policy-makers may wish to assess views (8–15) indicate there are few reproducible experimental findings for assessing best prac- tice in visualizing uncertainty."
"2944","Visualizing Uncertainty About the Future_2011_A+30","Instead, reviewers have emphasized how graphics can be adapted to the aims of the communicator, stressing the importance of the context of the communica- tion exercise and the needs and capabilities of the audiences."
"2945","Visualizing Uncertainty About the Future_2011_A+31","The main objective of a visualization may sim- ply be to grab an audience’s attention—a goal achieved by Nightingale with her flamboyant rose diagrams."
"2946","Visualizing Uncertainty About the Future_2011_A+32","Once we have the audience’s atten- tion, we may wish not only to inform audience members, but also to alter their feelings, change their behavior, or encourage them to weigh the possible benefits or harms of dif- 2058479118255ferent actions (13)."
"2947","Visualizing Uncertainty About the Future_2011_A+33","It may be im- portant to communicate detailed numerical information or just con- vey the essence of a message."
"2948","Visualizing Uncertainty About the Future_2011_A+34","There may also be an ethical imperative to provide transparent informa- tion (9)."
"2949","Visualizing Uncertainty About the Future_2011_A+35","When designing a com- munication, the desired outcome must be considered from the start; as Ancker et al. argue, “graphical features that improve accuracy of quantitative reasoning appear to be different from features that in- duce behavior change, and fea- tures that viewers like may not support either of the two goals” (11)."
"2950","Visualizing Uncertainty About the Future_2011_A+36","Here, we assume that the mission is to inform rather than persuade (9)."
"2951","Visualizing Uncertainty About the Future_2011_A+37","We begin by briefly discussing the use of words and numbers in conveying probabilities, and then move on to consider visualiza- tion of uncertainty for subjects ranging from the fairly innocu- ous (results of football matches) to the personal (consequences of medical interventions) and then to the strongly disputed (future climate change)."
"2952","Visualizing Uncertainty About the Future_2011_A+38","We consider stat- ic graphics of both discrete and continuous outcomes, as well as interactive web animations."
"2953","Visualizing Uncertainty About the Future_2011_A+39","Final- ly, we present a vision of future possibilities, illustrated with some of our own preliminary work, in- cluding techniques for portraying uncertainty about the probabilities themselves. in sentences such as “Most of the observed in- crease in global average temperatures since the mid-20th century is very likely due to the ob- served increase in anthropogenic greenhouse gas concentrations” to mean a 90 to 99% prob- ability (17)."
"2954","Visualizing Uncertainty About the Future_2011_A+40","If we require precision, then numerical prob- abilities convey information succinctly and ac- curately, and are easily compared (13)."
"2955","Visualizing Uncertainty About the Future_2011_A+41","A major challenges in interpreting conditional proba- bilities, as highlighted, for example, in studies on the perception of biomedical screening test results (19)."
"2956","Visualizing Uncertainty About the Future_2011_A+42","Another crucial issue is the choice of per- spective in presenting information, known as framing."
"2957","Visualizing Uncertainty About the Future_2011_A+43","For example, a recent poster campaign in the London Underground proclaimed that “99%  of young  people  do not  commit crimes” to create a deliberate positive fo- cus on 99% of youth being law- abiding rather than the criminal 1%."
"2958","Visualizing Uncertainty About the Future_2011_A+44","Positive framing is also used for product promotion—for in- stance, when food is advertised “95% fat free”—to shift perception to belief that the food is healthy."
"2959","Visualizing Uncertainty About the Future_2011_A+45","Another example is provided by statistics for outcomes of cardiac surgery: In the United States, mor- tality rates are published, whereas the United Kingdom publishes survival rates, which provide a more favorable impression of out- comes (20)."
"2960","Visualizing Uncertainty About the Future_2011_A+46","One tactic to avoid biases from framing is to use fre- quencies of the form “Out of 100 operations on people like you, we expect 95 to be successful and 5 to be unsuccessful,” which at- tempts to avoid framing bias by describing both positive and neg- ative outcomes."
"2961","Visualizing Uncertainty About the Future_2011_A+47","It also explicitly includes the reference class “100 operations on people like you” (19)."
"2962","Visualizing Uncertainty About the Future_2011_A+48","In weather forecasts, inclusion of the reference class and fram- ing are important issues."
"2963","Visualizing Uncertainty About the Future_2011_A+49","Consid- er the assertion “There is a 60% probability of precipitation tomor- row.”"
"2964","Visualizing Uncertainty About the Future_2011_A+50","The correct interpretation is that there will be rain in the spec- ified place and time on 60% of days like tomorrow, based, for ex- ample, on rain predicted in 60% of computer simulations of weather forecasts."
"2965","Visualizing Uncertainty About the Future_2011_A+51","However, the statement is often misinterpreted to mean the percentage  of time  it will  rain to- Communicating Uncertainty with Words and Numbers Probabilities can be described Fig."
"2966","Visualizing Uncertainty About the Future_2011_A+53","Image from the Isotype Institute illustrating the proportions of women employed in different countries in 1930 and their occupations."
"2967","Visualizing Uncertainty About the Future_2011_A+54","[From (63)] morrow, or the percentage of area on which it will rain (21)."
"2968","Visualizing Uncertainty About the Future_2011_A+56","But the attractive ambiguity of language becomes a fail- ing when we wish to convey precise information, because words such as “doubtful,” “probable,” and “likely” are inconsistently interpreted (16)."
"2969","Visualizing Uncertainty About the Future_2011_A+57","Further ambiguities in verbally communicating uncertainty can arise from language difficulties and literacy (10), although there have been at- tempts to impose consistency in the use of lan- guage."
"2970","Visualizing Uncertainty About the Future_2011_A+59","For example, in a recent population- based survey (18), the question “Which of the following numbers represents the biggest risk of getting a disease?"
"2971","Visualizing Uncertainty About the Future_2011_A+61","was answered incorrectly by 25% of U.S. participants and 28% of German participants."
"2972","Visualizing Uncertainty About the Future_2011_A+62","Using odds or decimals as formats for numerical probability compounds such difficulties and adds to the problem of distinguishing absolute risks from relative risks."
"2973","Visualizing Uncertainty About the Future_2011_A+63","There are additional iability, and providing the reference class “days like tomorrow” can help understanding (22)."
"2974","Visualizing Uncertainty About the Future_2011_A+64","To convey uncertainty in simple terms, prob- abilities are often presented as fractions (such as 1/10) or natural frequencies (such as 1 in 10), but both these formats may lead to ratio bias or denominator neglect (23)."
"2975","Visualizing Uncertainty About the Future_2011_A+65","Ratio bias is the tend- ency of probability perception to be influenced by the specific frequencies depicted (24), and in particular by the numerator, so that 1 in 20 may be perceived as being a smaller probability than 5 in 100 or 50 in 1000."
"2976","Visualizing Uncertainty About the Future_2011_A+69","(A) Pie chart displaying possible results of a U.K. football match (64) between Leicester and Crystal Palace, with Leicester the home team."
"2977","Visualizing Uncertainty About the Future_2011_A+70","The size of each slice, determined by its angle at the center, represents the probability of a particular final goal score; for example, the probability of Leicester scoring 1, Crystal Palace 0, is 14%: this is assessed to be the most likely outcome and so the outer white band is colored."
"2978","Visualizing Uncertainty About the Future_2011_A+71","This probability is also represented by the radius of the inner strongly colored “wedge” in each slice, which may give a misleading impression because, for instance, the wedge representing 14% (2-0) is substantially larger than the wedge representing 10% (2-1)."
"2979","Visualizing Uncertainty About the Future_2011_A+72","In contrast, Florence Nightingale used area rather than radius to represent her data in creating the rose diagram in Fig."
"2980","Visualizing Uncertainty About the Future_2011_A+77","Online (66) representing the benefits from adjuvant (labeled “additional”) chemotherapy for a fictitious woman with colon cancer."
"2981","Visualizing Uncertainty About the Future_2011_A+78","A text description of the expected outcomes for 100 women with and without chemotherapy is also supplied."
"2982","Visualizing Uncertainty About the Future_2011_A+79","[© 2008 American Society of Clinical Oncology (72)] (D) Icon plot provided by 23andMe (67) for David Spiegelhalter’s probability of developing type 2 diabetes between age 20 and age 79 based solely on specific genetic markers, relative to a standard population."
"2983","Visualizing Uncertainty About the Future_2011_A+80","In fact the subject has reached 58 without getting the disease."
"2984","Visualizing Uncertainty About the Future_2011_A+81","[Image © 2008–2011 23andMe, Inc. (72)] because they represent all possible outcomes explicitly."
"2985","Visualizing Uncertainty About the Future_2011_A+82","Pie charts use area to represent probability, which can make comparisons between mul- tiple charts difficult, although this can be aided by adding tick marks around the circumference (12)."
"2986","Visualizing Uncertainty About the Future_2011_A+83","A novel display of the probabilities for different results of a U.K. football match is shown in Fig."
"2987","Visualizing Uncertainty About the Future_2011_A+85","Although we find this attractive, its complex- ity may cause confusion, and it has a potentially misleading feature (Fig."
"2988","Visualizing Uncertainty About the Future_2011_A+87","Bar charts are valuable for con- veying magnitude and making com- parisons (13)."
"2989","Visualizing Uncertainty About the Future_2011_A+89","3B, intended for a general audience, is simple and makes effective use of color but omits numeric values of risks (30)."
"2990","Visualizing Uncertainty About the Future_2011_A+90","There is some reassurance in learning that your risk of prostate cancer is below average for your age, but there is no communication of the absolute risk."
"2991","Visualizing Uncertainty About the Future_2011_A+92","3B exhibits negative framing, in that risks of cancer, rather than probabilities of not getting cancer, are displayed (11)."
"2992","Visualizing Uncertainty About the Future_2011_A+94","3C compares alternative treatments numerically and gives complete part- to-whole information in describing all possible outcomes."
"2993","Visualizing Uncertainty About the Future_2011_A+96","S1) were also used by NASA’s recent retrospective assessment of the risks of the Space Shuttle (31), which concluded that the risks had been substantially greater than assessed at the time—there was only a 6% probability of reaching the 25th launch (Challenger) without los- ing a craft."
"2994","Visualizing Uncertainty About the Future_2011_A+97","Their bar chart has mixed and rather confusing labeling of prob- abilities, including decimals, percent- ages, and odds."
"2995","Visualizing Uncertainty About the Future_2011_A+98","Some studies suggest that a sim- ple icon array can provide better un- derstanding of disease risk than a bar chart (32)."
"2996","Visualizing Uncertainty About the Future_2011_A+101","Because of mixed experimental findings, the merits of using frequencies instead of percentages are contested (7, 10, 26, 27)."
"2997","Visualizing Uncertainty About the Future_2011_A+103","Graphics can be tailored for the audience (12) and this can help people with low numeracy (7)."
"2998","Visualizing Uncertainty About the Future_2011_A+104","On the other hand, graphics can arouse emotion (2), and overem- phasis of negative consequences can lead to risk aversion (15) and higher perception of risks."
"2999","Visualizing Uncertainty About the Future_2011_A+105","In this section we focus on probabilities for dis- crete events that can be represented using stan- dard graphical tools for conveying magnitude, such as pie charts, bar charts, and icon arrays (Fig."
"3000","Visualizing Uncertainty About the Future_2011_A+107","Pie charts are particularly useful for exhibit- ing single proportions (9) and are usually famil- iar and acceptable to a general public audience."
"3001","Visualizing Uncertainty About the Future_2011_A+108","They also provide a part-to-whole comparison ticularly in low-numeracy groups (25, 33), as well as producing an affective response (2)."
"3002","Visualizing Uncertainty About the Future_2011_A+110","3D, and those with diabetes are distin- guished by color and grouped together."
"3003","Visualizing Uncertainty About the Future_2011_A+111","Icons representing a specific outcome can be scattered among the other icons (fig."
"3004","Visualizing Uncertainty About the Future_2011_A+113","Although scat- tering better communicates unpredictability, it can be difficult to assess magnitudes and make comparisons, particularly for people with low numeracy (34)."
"3005","Visualizing Uncertainty About the Future_2011_A+116","S3 shows the odds for Barack Obama winning the 2008 U.S. presidential election given in a betting exchange each day dur- ing the year preceding the election."
"3006","Visualizing Uncertainty About the Future_2011_A+119","Breast Cancer Screening Programme (35) are used in Fig. 4 to illustrate the outcomes of a mammog- raphy test on a population with a 1% prevalence of breast cancer."
"3007","Visualizing Uncertainty About the Future_2011_A+120","The test is positive for around 90% of women with cancer, but it is also positive for around 10% of women without can- cer."
"3008","Visualizing Uncertainty About the Future_2011_A+121","The issue (36) is to communicate the probability that a woman who tests positive actually has breast can- cer: The fact that this probability is only 8% is generally unintuitive."
"3009","Visualizing Uncertainty About the Future_2011_A+122","This is a notoriously tricky problem, but understanding can be greatly im- proved (19, 22) by supplementing the icon array with a tree diagram."
"3010","Visualizing Uncertainty About the Future_2011_A+123","Audiences respond well to multiple types of display of the same informa- tion, and the composite diagram in Fig. 4 not only allows part-to-whole comparisons, but also shows how the probabilities are worked out."
"3011","Visualizing Uncertainty About the Future_2011_A+124","Contrasting risks over different or- ders of magnitude presents a partic- ular challenge to the choice of scale used in a diagram."
"3012","Visualizing Uncertainty About the Future_2011_A+125","A common solution is to use a logarithmic scale, ranging from, say, 1 in 10,000,000 to certainty, presented as a risk ladder (fig."
"3013","Visualizing Uncertainty About the Future_2011_A+126","S4A), or alternatively as a linear scale with a magnified portion for small risks (fig."
"3014","Visualizing Uncertainty About the Future_2011_A+128","Perception is strongly in- fluenced by design of the scale (11), and perceived risk is often asso- ciated with position on the scale rather than the underlying magni- tude."
"3015","Visualizing Uncertainty About the Future_2011_A+129","Hence, providing comparative information within a risk ladder can help understanding in low-numeracy groups (37)."
"3016","Visualizing Uncertainty About the Future_2011_A+130","Representing Uncertainty About Continuous Quantities Uncertainty about a future continuous quantity, such as future temperature change or economic growth, is gen- erally expressed as a full probability distribution derived from a mathe- matical model."
"3017","Visualizing Uncertainty About the Future_2011_A+131","This might be tabu- lated using summary statistics, such as its mean, median, variance, inter- quartile range, and so on, but greater impact in communicating uncertainty Fig."
"3018","Visualizing Uncertainty About the Future_2011_A+133","Visualizations of the predictive accuracy of a screening test."
"3019","Visualizing Uncertainty About the Future_2011_A+134","(A) Tree diagram showing the consequences for 1000 women attending mammography screening from a population with 1% prevalence of the disease, when the screening test correctly classifies 90% of women with cancer and 90% of women without cancer."
"3020","Visualizing Uncertainty About the Future_2011_A+135","Although nearly all the women with cancer are detected, they are greatly outnumbered by false-positive tests arising from those without cancer."
"3021","Visualizing Uncertainty About the Future_2011_A+139","Visualizations of probability distributions for continuous quantities."
"3022","Visualizing Uncertainty About the Future_2011_A+140","(A) “Roulette wheels” showing possible global temperature rises by 2100 under different policy scenarios (68)."
"3023","Visualizing Uncertainty About the Future_2011_A+142","Meteorological Office for the maximum temperature expected for 5 days in Peterborough, U.K.; the central figure represents the most likely maximum temperature (69)."
"3024","Visualizing Uncertainty About the Future_2011_A+143","(C) 95% uncertainty intervals obtained from the Cochrane Collaboration for the effect of adjuvant radiotherapy, after surgery for cancer of the cervix, on the incidence of hematological adverse events."
"3025","Visualizing Uncertainty About the Future_2011_A+144","There are two studies that together resulted in 7 of 188 adverse events in patients given radiation therapy, compared with 3 of 200 adverse events in control patients not given the treatment."
"3026","Visualizing Uncertainty About the Future_2011_A+145","The composite estimated risk ratio was 2.4, but with considerable uncertainty (56)."
"3027","Visualizing Uncertainty About the Future_2011_A+146","The top right shows 95% uncertainty intervals represented by a horizontal line, with a square, whose size is proportional to the numbers of patients studied, drawing the eye to the more important central values of larger studies."
"3028","Visualizing Uncertainty About the Future_2011_A+147","In the row labeled Total, a diamond shape again deemphasizes the extremes values."
"3029","Visualizing Uncertainty About the Future_2011_A+148","Strictly speaking, this is not a visualization of future uncertainty."
"3030","Visualizing Uncertainty About the Future_2011_A+149","[Image © Cochrane Collaboration (72)] (D) “Cone of uncertainty” for hurricane path warnings in Florida."
"3031","Visualizing Uncertainty About the Future_2011_A+150","The central black line is the “most likely” path, and there isa two-thirds chance of the path being somewhere in the white region (70)."
"3032","Visualizing Uncertainty About the Future_2011_A+151","(E) Fan chart for future economic growth in the U.K. as recorded in November 2007 by the Bank of England (43)."
"3033","Visualizing Uncertainty About the Future_2011_A+152","The black line shows actual economic growth (according to current Office for National Statistics assessments) up to November 2007."
"3034","Visualizing Uncertainty About the Future_2011_A+153","Because these are provisional figures, there is still uncertainty as to the magnitude of past growth."
"3035","Visualizing Uncertainty About the Future_2011_A+154","(F) Probability distribution (top panel) and cumulative distribution (bottom panel) for change in maximum temperature between 2010 and 2020 under a medium-emission scenario for a 25-km2 area in the U.K. containing the University of Cambridge (71)."
"3036","Visualizing Uncertainty About the Future_2011_A+155","The probability distribution expresses considerable uncertainty around a “most likely” estimate of around 1°C, while the cumulative distribution makes it easier to read off, for example, a central 90% interval."
"3037","Visualizing Uncertainty About the Future_2011_A+156","[© 2009 Crown Copyright (72)] to a general audience can be achieved by a visualization."
"3038","Visualizing Uncertainty About the Future_2011_A+158","3A is a static representation of a model created by researchers at MIT."
"3039","Visualizing Uncertainty About the Future_2011_A+159","This device was used in public presenta- tions to illustrate the gamble we take on the environment if we fail to im- plement sufficient policies to tackle climate change (38)."
"3040","Visualizing Uncertainty About the Future_2011_A+160","The image cap- tures attention with an attractive layout and bright colors, although some effort is required to interpret the graphic, and the uncertainty as- sociated with the probabilities is not shown."
"3041","Visualizing Uncertainty About the Future_2011_A+161","Short-term weather predictions often come with quantifiable uncer- tainty."
"3042","Visualizing Uncertainty About the Future_2011_A+163","5B, predictions of max- imum temperatures are displayed for five consecutive days."
"3043","Visualizing Uncertainty About the Future_2011_A+164","The best esti- mate is shown for each day, as well as high and low values, representing a 90% prediction interval."
"3044","Visualizing Uncertainty About the Future_2011_A+165","A potential problem is that these intervals may be wrongly interpreted as representing variability in temperature through- out the day."
"3045","Visualizing Uncertainty About the Future_2011_A+166","An additional disadvan- tage of this approach is that values within the interval appear equally likely, encouraging users to focus on the extremes of the interval, which are substantially less likely to occur than the best estimate."
"3046","Visualizing Uncertainty About the Future_2011_A+167","A similar is- sue arises with the use of error bars on graphs (39), but this can be coun- tered."
"3047","Visualizing Uncertainty About the Future_2011_A+169","5C shows a “forest plot” of the type used exten- sively in the synthesis of medical evi- dence obtained from multiple clinical trials or epidemiological studies."
"3048","Visualizing Uncertainty About the Future_2011_A+170","The left side of a forest plot comprises a list of the studies included in the analysis, and the right side is a graph- ical depiction of the results together with a confidence measure (denoted by the length of the line) and a mea- sure of the strength of the study (shown by the area of the squares)."
"3049","Visualizing Uncertainty About the Future_2011_A+171","The total, or summarized, measure of the effect is represented by a dia- mond; the width of the diamond in- dicates the confidence interval, so if the wing of the diamond crosses the vertical line, which represents no ef- fect, then the data are not statistical- ly significant."
"3050","Visualizing Uncertainty About the Future_2011_A+172","Uncertainty about where certain events might occur, such as the trajec- tory of a hurricane, can be represented on a map as a “cone of uncertainty” (Fig."
"3051","Visualizing Uncertainty About the Future_2011_A+174","Here the most likely path of a hurricane is indicated by a black line, and there is a two-thirds chance that the path will lie somewhere in Fig."
"3052","Visualizing Uncertainty About the Future_2011_A+176","Visualizations of potential benefits and harms of radiotherapy."
"3053","Visualizing Uncertainty About the Future_2011_A+177","(A) Expected outcomes for 100 women treated with adjuvant radiotherapy com- pared to 100 not treated."
"3054","Visualizing Uncertainty About the Future_2011_A+178","The three yellow dots indicate the evidence is of “moderate quality” using the GRADE scale."
"3055","Visualizing Uncertainty About the Future_2011_A+179","(B) Expected benefits and harms of treating 100 women with adjuvant radiotherapy; for example, we would expect 3 fewer deaths, 9 fewer women with disease progression, but extra adverse events."
"3056","Visualizing Uncertainty About the Future_2011_A+180","Whether the treatment is acceptable to a woman can depend on how she balances these benefits and harms."
"3057","Visualizing Uncertainty About the Future_2011_A+181","(C) Uncertainty about ben- efits and harms of treating 100 women, based on evidence from a Cochrane Collaboration review (56), using increased saturation of color to indicate greater certainty."
"3058","Visualizing Uncertainty About the Future_2011_A+182","The great uncertainty about the mortality benefit of ad- juvant radiotherapy is clear."
"3059","Visualizing Uncertainty About the Future_2011_A+184","The figure does not communicate relative risks, and some commentators and mem- bers of the public tended to over focus on the most likely path, which is said to have unduly influenced evacuation decisions (40)."
"3060","Visualizing Uncertainty About the Future_2011_A+185","Uncertain- ty on maps can also be represented using hue and saturation of color, blurring, symbols, and other techniques (41)."
"3061","Visualizing Uncertainty About the Future_2011_A+188","S5 displays the probability contours for strong winds over Northern Europe 42 hours ahead."
"3062","Visualizing Uncertainty About the Future_2011_A+189","Colored probability contours can be translated into other applications."
"3063","Visualizing Uncertainty About the Future_2011_A+190","The Bank of England’s Monetary Policy Committee communicates probabilistic projections of infla- tion and output as fan charts; Fig."
"3064","Visualizing Uncertainty About the Future_2011_A+191","5E shows an example of projections from November 2007 onward  for changes in gross domestic  product, with different shades indicating probability in- tervals."
"3065","Visualizing Uncertainty About the Future_2011_A+192","The central interval represents 10% prob- ability, and the largest interval 90% probability, using a frequency interpretation assuming “eco- nomic circumstances identical to today’s were to prevail on 100 occasions” (43)."
"3066","Visualizing Uncertainty About the Future_2011_A+193","Despite criti- cism by journalists, the bank has always refused to include a numerical central estimate when first releasing the graphic each quarter-year, and this seems appropriate given the concerns described above about the “cone of uncertain- ty.”"
"3067","Visualizing Uncertainty About the Future_2011_A+194","Incidentally, the true series subsequently plummeted out of the 90% interval and off the bottom of the chart."
"3068","Visualizing Uncertainty About the Future_2011_A+195","Using shading to represent probability is un- suitable for fine quantitative comparisons (44)."
"3069","Visualizing Uncertainty About the Future_2011_A+198","5F) displays a full probability density func- tion placed contiguous to a cumulative probabil- ity distribution, following recommended practice for well-educated audiences (45)."
"3070","Visualizing Uncertainty About the Future_2011_A+199","Although inter- pretation of survival curves (the inverse of cumu- lative distribution functions) by nonprofessionals is feasible, it has been found to be strongly de- pendent on instruction (13)."
"3071","Visualizing Uncertainty About the Future_2011_A+200","In this figure, as with all the figures discussed in this section, there is limited empirical evidence of the effective- ness of the various display formats for improv- ing understanding."
"3072","Visualizing Uncertainty About the Future_2011_A+201","Infographics Increasing availability of online data and public interest in quantitative information has led to a golden age of infographics (i.e., graphical repre- sentations of data intended for a nontechnical audience), as championed by such American and British newspapers as The New York Times and The Guardian and by web sites such as IBM’s Many Eyes (46), which allows visitors to create their own visualizations."
"3073","Visualizing Uncertainty About the Future_2011_A+202","The infographics move- ment has been greatly influenced by the mini- malist design approach of Tufte (28), who emphasizes a lack of clutter, clean lines, and close attention to composition and color."
"3074","Visualizing Uncertainty About the Future_2011_A+203","The work of designers such as Fry (47) and McCandless (48) is as much art as science, with a strong creative element (based on a personal viewpoint) but a lack of empirical evaluation."
"3075","Visualizing Uncertainty About the Future_2011_A+205","Interactive graphics can adapt to the user’s abilities and preferences (50) and can of- fer feedback and assessment."
"3076","Visualizing Uncertainty About the Future_2011_A+206","For instance, zoom- ing facilities, used in applications such as the U.S."
"3077","Visualizing Uncertainty About the Future_2011_A+209","General use of interactive graphics may, however, be limited through lack of user skills and software incompatibility."
"3078","Visualizing Uncertainty About the Future_2011_A+210","Tellingly, Bostrom and Lofstedt remarked (53) that modern infor- mation technologies and the internet “provide unprecedented opportunities, both for support- ing risk decision making and for manipulating unsuspecting users.”"
"3079","Visualizing Uncertainty About the Future_2011_A+212","Uncertainty about probabilities can arise from statistical error, ambiguous or limited data, over- simplification of complex risk information,  sci- entific disagreement, and ignorance (54)."
