"","titles","contents"
"1963","Indicating the gap in knowledge and possible limitations","There is still some / much / considerable controversy surrounding …"
"1964","Indicating the gap in knowledge and possible limitations","There has been some disagreement concerning / regarding / with regard to whether there is little / no general agreement on …"
"1965","Indicating the gap in knowledge and possible limitations","The community has raised some issues / concerns about …"
"1966","Indicating the gap in knowledge and possible limitations","Concerns have arisen / been raised which question / call into question the validity of …"
"1967","Indicating the gap in knowledge and possible limitations","In the light of recent events in x, there is now some / much / considerable concern about …"
"1968","Stating the aim of your paper and its contribution","In this report / paper / review / study we …"
"1969","Stating the aim of your paper and its contribution","This paper outlines / proposes / describes / presents a new approach to …"
"1970","Stating the aim of your paper and its contribution","This paper examines / seeks to address / focuses on / discusses / investigates how to solve …"
"1971","Stating the aim of your paper and its contribution","This paper is an overview of / a review of / a report on / a preliminary attempt to …"
"1972","Stating the aim of your paper and its contribution","The present paper aims to validate / call into question / refute Peng’s findings regarding …"
"1973","Stating the aim of your paper and its contribution","X is presented / described / analyzed / computed / investigated / examined / introduced / discussed in order to …"
"1974","Stating the aim of your paper and its contribution","The aim of our work / research / study / analysis was to further / extend / widen / broaden current knowledge of …"
"1975","Stating the aim of your paper and its contribution","Our knowledge of X is largely based on very limited data."
"1976","Stating the aim of your paper and its contribution","The aim of the research was thus / therefore / consequently to"
"1977","Stating the aim of your paper and its contribution","The aim of this study is to study / evaluate / validate / determine / examine / analyze / calculate / estimate / formulate …"
"1978","Stating the aim of your paper and its contribution","This paper calls into question / takes a new look at / re-examines / revisits / sheds new light on …"
"1979","Stating the aim of your paper and its contribution","With this in mind / Within the framework ofthese criteria / In this context we tried to …"
"1980","Stating the aim of your paper and its contribution","We undertook this study / initiated this research / developed this methodology to …"
"1981","Stating the aim of your paper and its contribution","We believe that we have found / developed / discovered / designed an innovative solution to …"
"1982","Stating the aim of your paper and its contribution","We describe / present / consider / analyze a novel / simple / radical / interesting solution for …"
"1983","Explaining the key terminology in your field","The term ‘X’ is generally understood to mean / has come to be used to refer to / has been applied to…"
"1984","Explaining the key terminology in your field","In the literature, X usually refers / often refers / tends to be used to refer to …"
"1985","Explaining the key terminology in your field","In the field ofX, several / various / many definitions of Y can be found ."
"1986","Explaining the key terminology in your field","The term X is / was / has been used by Molotov [2011] to refer to …"
"1987","Explaining the key terminology in your field","Molotov uses the term X [2011] to refer to / denominate …"
"1988","Explaining the key terminology in your field","X is defined by Peng [1990] to refer to / to mean …"
"1989","Explaining the key terminology in your field","Vitous [2015] has provided / put forward / proposed a new definition of X, in which"
"1990","Explaining the key terminology in your field","Xis defined / identified / described as … [Njimi 2004] ."
"1991","Explaining the key terminology in your field","In the literature there seems to be no general definition of X / a general definition of X is lacking / there is no clear definition of X."
"1992","Explaining the key terminology in your field","Several authors have attempted to define X, but as yet / currently / at the time of writing there is still no accepted definition."
"1993","Explaining the key terminology in your field","In broad / general terms, Xis / can be defined as a way to …"
"1994","Explaining the key terminology in your field","The broad / general / generally accepted use of the term X refers to …"
"1995","Explaining the key terminology in your field","X is sometimes equated with /embodies a series of …"
"1996","Explaining the key terminology in your field","X, Y and Z are three kinds / types / categories / classes of languages."
"1997","Explaining how you will use terminology and acronyms in your paper","The acronym PC stands for / denotes …"
"1998","Explaining how you will use terminology and acronyms in your paper","The subjects (henceforth named / hereafter ‘X’) are…"
"1999","Explaining how you will use terminology and acronyms in your paper","The subject, which we shall call / refer to as ‘X’, is …"
"2000","Explaining how you will use terminology and acronyms in your paper","Throughout this paper / section we use the terms ‘mafia’ and ‘the mob’ interchangeably, following /in accordance with the practice of this department where this study was conducted ."
"2001","Explaining how you will use terminology and acronyms in your paper","The fonts, i.e. / that is to say the form of the characters, are of various types ."
"2002","Explaining how you will use terminology and acronyms in your paper","There are three different types, namely / specifically: X, Y and Z."
"2003","Explaining how you will use terminology and acronyms in your paper","Throughout the / In this paper we use / will use the term Xto refer to …"
"2004","Explaining how you will use terminology and acronyms in your paper","In this chapter Xis used / will be used to refer to …"
"2005","Explaining how you will use terminology and acronyms in your paper","In this paper the standard meaning ofXis / will be used .."
"2006","Explaining how you will use terminology and acronyms in your paper","This aspect is / will be dealt with in more detail in Sect. 2."
"2007","Explaining how you will use terminology and acronyms in your paper","We will see / learn / appreciate how relevant this is in the next subsection ."
"2008","Giving the structure of paper - what is and is not included","This paper is organized as follows / divided into five sections."
"2009","Giving the structure of paper - what is and is not included","The first section / Section 1 gives a brief overview of …"
"2010","Giving the structure of paper - what is and is not included","The second section examines / analyses …"
"2011","Giving the structure of paper - what is and is not included","In the third section a case study is presented / analyzed …"
"2012","Giving the structure of paper - what is and is not included","A new methodology is described / outlined in the fourth section …"
"2013","Giving the structure of paper - what is and is not included","We / I propose a new procedure in Section 4 ."
"2014","Giving the structure of paper - what is and is not included","Some / Our conclusions are drawn in the final section ."
"2015","Giving the structure of paper - what is and is not included","This paper / chapter / section / subsection begins by examining …"
"2016","Giving the structure of paper - what is and is not included","The next chapter looks at / examines / investigates the question of …"
"2017","Giving the structure of paper - what is and is not included","Problems / Questions / Issues regarding X are discussed in later sections ."
"2018","Giving the structure of paper - what is and is not included","A discussion of Y is / falls outside the scope of this paper ."
"2019","Giving the structure of paper - what is and is not included","For reasons of space, Yis not addressed / dealt with / considered in this paper ."
"2020","Giving general panorama of past-to-present literature","There is a considerable / vast amount of literature on …"
"2021","Giving general panorama of past-to-present literature","In the literature there are many / several / a surprising number of / few examples of …"
"2022","Giving general panorama of past-to-present literature","What we know / is known about X is largely based on …"
"2023","Giving general panorama of past-to-present literature","Much / Not much / Very little is known about …"
"2024","Giving general panorama of past-to-present literature","Many / Few studies have been published on … [Ref]"
"2025","Giving general panorama of past-to-present literature","Various approaches have been proposed / put forward / suggested / hypothesized to solve this issue [Ref]."
"2026","Giving general panorama of past-to-present literature","X has been identified / indicated as being … [Ref]"
"2027","Giving general panorama of past-to-present literature","X has been shown / demonstrated / proved / found to be … [Ref]"
"2028","Giving general panorama of past-to-present literature","Xhas been widely investigated / studied / addressed … [Ref]"
"2029","Giving general panorama of past-to-present literature","Xs have been receiving / gaining much attention due to …"
"2030","Giving general panorama of past-to-present literature","In the traditional / classical approach, Xis used to …"
"2031","Giving general panorama of past-to-present literature","In recent years there has been considerable / growing interest in … [Ref]"
"2032","Giving general panorama of past-to-present literature","A growing body of literature has examined / investigated / studied / analyzed / evaluated … [Ref]"
"2033","Giving general panorama of past-to-present literature","Much work on the potential of X has been carried out [Ref] , yet / however there are still some critical issues … [Ref]"
"2034","Reviewing past literature","In their seminal / groundbreaking / cutting edge paper of 2001, Peters and Jones …"
"2035","Reviewing past literature","Initial / Preliminary work in this field focused primarily on …"
"2036","Reviewing past literature","Some preliminary work was carried out in the early 1990s / several years ago …"
"2037","Reviewing past literature","Doyle in 2000 was among / one of the first to …"
"2038","Reviewing past literature","The first investigations into / studies on X found that …"
"2039","Reviewing past literature","The first systematic study / report on X was carried out / conducted / performed in 1995 by …"
"2040","Reviewing past literature","An increase in X was first noted / reported / found by …"
"2041","Reviewing subsequent and more recent literature","Experiments on X were conducted / carried out / performed on X in 2009 by a group of researchers from …"
"2042","Reviewing subsequent and more recent literature","In a major advance in 2010, Berlusconi et al. surveyed / interviewed …"
"2043","Reviewing subsequent and more recent literature","Jeffries and co-workers [2011] measured / calculated / estimated …"
"2044","Reviewing subsequent and more recent literature","In [67] the authors investigated / studied / analyzed …"
"2045","Reviewing subsequent and more recent literature","A recent review of the literature on this topic / subject / matter / area [2012] found that …"
"2046","Reviewing subsequent and more recent literature","A number / An increasing number of studies have found that …"
"2047","Reviewing subsequent and more recent literature","Since 2011 / In the last few years, much more information on X has become available"
"2048","Reviewing subsequent and more recent literature","Several studies, for  example /  instance  [1], [2], and [6], have been  carried  out /  conducted  / performed on X."
"2049","Reviewing subsequent and more recent literature","More recent evidence [Obama, 2013] shows / suggests / highlights / reveals / proposes that …"
"2050","Reviewing subsequent and more recent literature","It has now been suggested / hypothesized / proposed / shown / demonstrated that … [Cosimo 2010]"
"2051","Reviewing subsequent and more recent literature","Many attempts have been made [Kim 2009, Li 2010, Hai 2011] in order to / with the purpose of / aimed at …"
"2052","Reporting what specific authors have said","In her analysis / review / overview / critique ofX, Bertram [2] questions the need for …"
"2053","Reporting what specific authors have said","In his introduction to / seminal article on / investigation into X, Schneider [3] shows that …"
"2054","Reporting what specific authors have said","Dee [4] developed / reported on a new method for X and concluded that …"
"2055","Reporting what specific authors have said","Southern’s group [5] calls into question some past assumptions / hypotheses / theories about X."
"2056","Reporting what specific authors have said","Burgess [6], an authority on X, notes / mentions / highlights / states / affirms that …"
"2057","Reporting what specific authors have said","She questions / wonders / considers / investigates whether [or not] X can …"
"2058","Reporting what specific authors have said","He traces the advances in / development of / history of / evolution of X"
"2059","Reporting what specific authors have said","They draw our attention to / focus on X."
"2060","Reporting what specific authors have said","They make / draw a distinction between …"
"2061","Reporting what specific authors have said","He claims / argues / maintains / suggests / points out / underlines that …"
"2062","Reporting what specific authors have said","She concludes / comes to the conclusion / reaches the conclusion that …"
"2063","Reporting what specific authors have said","She lists / outlines / describes / provides several reasonsfor …"
"2064","Reporting what specific authors have said","Her theory / solution / proposal / method / approach is based on …"
"2065","Mentioning positive aspects of others’ work","Smith’s [22] use ofX is fully justified / very plausible / endorsed by experience."
"2066","Mentioning positive aspects of others’ work","Kamos’s  [23]  assumptions  seem  to  be  realistic  /  well-founded  /  well-grounded  /  plausible  / reasonable / acceptable."
"2067","Mentioning positive aspects of others’ work","The equations given in [24] are accurate / comprehensive …"
"2068","Mentioning positive aspects of others’ work","It has been suggested [25] that … and this seems to be a reliable / useful / innovative approach …"
"2069","Highlighting limitations of previous studies - authors not mentioned by name","Research has tended tofocus on X rather than Y. An additional problem is that / Moreover Xis …"
"2070","Highlighting limitations of previous studies - authors not mentioned by name","The main limitation / downside / disadvantage / pitfall / shortfall of Xis …"
"2071","Highlighting limitations of previous studies - authors not mentioned by name","One of the major drawbacks to adopting / using / exploiting this system is …"
"2072","Highlighting limitations of previous studies - authors not mentioned by name","This is something of a pitfall / disadvantage …"
"2073","Highlighting limitations of previous studies - authors not mentioned by name","A well-known / major / serious criticism of X is …"
"2074","Highlighting limitations of previous studies - authors not mentioned by name","A key problem with much of the literature on / regarding / in relation to Xis that …   This raises many questions about / as to /regarding whether X should be used for …"
"2075","Highlighting limitations of previous studies - authors not mentioned by name","One question / issue that needs to be asked / raised is …"
"2076","Highlighting limitations of previous studies - authors not mentioned by name","Unfortunately, it does not / fails to / neglects to explain why …"
"2077","Highlighting limitations of previous studies - authors not mentioned by name","This method suffers from a number / series / plethora ofpitfalls ."
"2078","Highlighting limitations of previous studies - authors not mentioned by name","There is still considerable ambiguity / disagreement / uncertainty with regard to …"
"2079","Highlighting limitations of previous studies - authors not mentioned by name","Many experts contend, however / instead / on the other hand, that this evidence is not conclusive."
"2080","Highlighting limitations of previous studies - authors not mentioned by name","A related hypothesis holds / maintains that Xis equal to Y, suggesting / indicating that …"
"2081","Highlighting limitations of previous studies - authors not mentioned by name","Other observations indicate / would seem to suggest that this explanation is insufficient …"
"2082","Highlighting limitations of previous studies - authors mentioned by name","Peng [31] claimed / contended that Xis … but she failed toprovide adequate proof of this finding . Peng’s findings do not seem / appear to support his conclusions ."
"2083","Highlighting limitations of previous studies - authors mentioned by name","This has led authors such as / for example / for instance Mithran [32], Yasmin [34] and Hai [35] to investigate .."
"2084","Highlighting limitations of previous studies - authors mentioned by name","The shortcomings / pitfalls / flaws of their method have been clearly recognized .   A serious weakness / limitation / drawback with this argument, however, is that … Their approach is not well suited to / appropriate for / suitable for …"
"2085","Highlighting limitations of previous studies - authors mentioned by name","The main weakness in their study is that they make no attempt to … / offer no explanation for … / they overlook …"
"2086","Highlighting limitations of previous studies - authors mentioned by name","Their experiments were marred / flawed / undermined by X."
"2087","Highlighting limitations of previous studies - authors mentioned by name","Xis the major flaw in / drawback to / disadvantage oftheir experiments ."
"2088","Highlighting limitations of previous studies - authors mentioned by name","The major defect in their experiments is that they entail tedious / repetitive / time-consuming / laborious / labor-intensive calculations with regard to …"
"2089","Highlighting limitations of previous studies - authors mentioned by name","Such an unreasonable / unjustified / inappropriate / unsuitable / misleading assumption can lead to serious / grave consequences with regard to …"
"2090","Highlighting limitations of previous studies - authors mentioned by name","Their claims seem to be somewhat exaggerated / inaccurate / unreliable / speculative / superficial …  In our view, their findings are only conjectures / speculations based on unjustified / implausible / unsatisfactory / ambivalent / unsubstantiated assumptions ."
"2091","Highlighting limitations of previous studies - authors mentioned by name","Their paper / work / study / research / approach / findings / results might have been more interesting / innovative / useful / convincing / persuasive if …"
"2092","Highlighting limitations of previous studies - authors mentioned by name","Their attempts to do X are cumbersome / unnecessarily complicated / financially unfeasible …"
"2093","Highlighting limitations of previous studies - authors mentioned by name","Their explanations are superficial / impenetrable / doubtful / confusing / misleading / irrelevant … Another / An additional weakness is …"
"2094","Highlighting limitations of previous studies - authors mentioned by name","An even greater source of concern / issue / problem is …"
"2095","Using the opinions of others to justify your criticism of someone’s work","As mentioned by Burgess [2011], Henri’s argument / approach / reasoning relies too heavily on …"
"2096","Using the opinions of others to justify your criticism of someone’s work","As others have highlighted [34, 45, 60], Ozil’s approach raises many doubts / is questionable …"
"2097","Using the opinions of others to justify your criticism of someone’s work","Several authors / experts / researchers / analysts have expressed doubts about / called into question / challenged Guyot on the grounds that ….."
"2098","Using the opinions of others to justify your criticism of someone’s work","Marchesi [2010] has already noted an inconsistency with Hahn’s claim / methodology / method / results / approach …"
"2099","Using the opinions of others to justify your criticism of someone’s work","Friedrich’s approach [2013] has not escaped criticism / been subjected to much criticism and has been strongly / vigorously challenged …"
"2100","Using the opinions of others to justify your criticism of someone’s work","Many experts now contend / believe / argue that rather than using Pappov’s approach it might be more useful to …"
"2101","Using the opinions of others to justify your criticism of someone’s work","Their analysis has not found / met with / received general acceptance …"
"2102","Using the opinions of others to justify your criticism of someone’s work","Some recent criticisms of / critical comments on Kim’s work are summarized in [25]."
"2103","Using the opinions of others to justify your criticism of someone’s work","The most well-known critic of Sadie’s findings is  … who argued / proposed / suggested that an alternative explanation might be that / could be found in …"
"2104","Describing purpose of testing / methods used","In order to identify / understand / investigate / study / analyze X …"
"2105","Describing purpose of testing / methods used","To enable / allow us to … , we …"
"2106","Describing purpose of testing / methods used","To see / determine / check / verify / determine whether …"
"2107","Describing purpose of testing / methods used","To control / test for X, Y was done ."
"2108","Describing purpose of testing / methods used","So that we could / would be able to do X, we …"
"2109","Describing purpose of testing / methods used","In an attempt / effort to do X, we …"
"2110","Describing purpose of testing / methods used","X was done / We did X in order to …"
"2111","Outlining similarities with other authors’ models, systems etc.","The set up we used can be found / is reported / is detailed in [Ref 2]."
"2112","Outlining similarities with other authors’ models, systems etc.","Our experimental set up bears a close resemblance to / is reminiscent of / is based on / is a variation on / was inspired by / owes a lot to / is more or less identical to / is practically the same as the one proposed by Smith [2014]."
"2113","Outlining similarities with other authors’ models, systems etc.","We used a variation of Smith’s procedure. In fact / Specifically, in ourprocedure we …"
"2114","Outlining similarities with other authors’ models, systems etc.","Our steps proceed very much in the same way as / follow what is indicated in [Ref. 2]. First, …"
"2115","Outlining similarities with other authors’ models, systems etc.","The procedure used is as described / explained / reported / proposed by Sakamoto [2013]."
"2116","Outlining similarities with other authors’ models, systems etc.","The method is in line with a variation of / essentially the same as that used by Kirk [2009] with some changes / modifications / alterations / adjustments."
"2117","Outlining similarities with other authors’ models, systems etc.","We refined / altered / adapted / modified / revised the method used / reported / suggested / explained / proposed / put forward by Bing [2012]."
"2118","Outlining similarities with other authors’ models, systems etc.","Our technique was loosely / partially / partly / to some extent based on …"
"2119","Outlining similarities with other authors’ models, systems etc.","More details can be found / are given in ourprevious paper [35]."
"2120","Outlining similarities with other authors’ models, systems etc.","This component is fully compliant with international norms / regulations / standards."
"2121","Describing the apparatus and materials used and their source","The instrument used / utilized / adopted / employed was …"
"2122","Describing the apparatus and materials used and their source","The apparatus consists of / is made up of / is composed of / is based on …"
"2123","Describing the apparatus and materials used and their source","The device was designed / developed / set up in order to …"
"2124","Describing the apparatus and materials used and their source","X incorporates / exploits / makes use ofthe latest technological advances ."
"2125","Describing the apparatus and materials used and their source","The system comes complete / is equipped / is fully integrated / is fitted with a …"
"2126","Describing the apparatus and materials used and their source","It is mounted on / connected to / attached to / fastened to / fixed to / surrounded by / covered with / integrated into / embedded onto / encased in / housed in / aligned with …"
"2127","Describing the apparatus and materials used and their source","It is located in / situated in / positioned on …."
"2128","Describing the apparatus and materials used and their source","X was obtained from / supplied by Big Company Inc ."
"2129","Describing the apparatus and materials used and their source","X was kindly provided / supplied by Prof Big."
"2130","Reporting software used","The software application / program / package used to analyze the data was SoftGather (Softsift plc, London)."
"2131","Reporting software used","The data were obtained / collected using SoftGather."
"2132","Reporting software used","Data management / analysis was performed by / using SoftGather."
"2133","Reporting software used","X was carried out / performed / analyzed / calculated / determined using SoftGather ."
"2134","Reporting software used","Statistical significance was analyzed by using / through the use of SoftGather."
"2135","Reporting software used","We used commercially available software / a commercially available software package."
"2136","Reporting software used","Free software, downloaded from www.free.edu, was used / adopted to …"
"2137","Reporting customizations performed","X was tailored / customized for use with …"
"2138","Reporting customizations performed","X can easily be customized / adapted / modified to suit all requirements ."
"2139","Reporting customizations performed","Measurements were taken using purpose-built / custom-built / customized equipment ."
"2140","Reporting customizations performed","The apparatus was adapted as in [Ref] / in accordance with [Ref] / as follows:"
"2141","Reporting customizations performed","The following changes / modifications were made:"
"2142","Reporting customizations performed","The resulting ad hoc device can / is able to / has the capacity to …"
"2143","Formulating equations, theories and theorems","This problem can be outlined / phrased / posed in terms of …"
"2144","Formulating equations, theories and theorems","The problem is ruled by / governed by / related to / correlated to …"
"2145","Formulating equations, theories and theorems","This theorem asserts / states that …"
"2146","Formulating equations, theories and theorems","The resulting integrals / solution to X can be expressed as …"
"2147","Formulating equations, theories and theorems","… where T stands for / denotes / identifies / is an abbreviation for time ."
"2148","Formulating equations, theories and theorems","By substituting / Substituting / Substitution into …"
"2149","Formulating equations, theories and theorems","Combining / Integrating / Eliminating .. we have that: …"
"2150","Formulating equations, theories and theorems","Taking advantage of / Exploiting / Making use of X, we …"
"2151","Formulating equations, theories and theorems","On combining this result with X, we deduce / conclude that …"
"2152","Formulating equations, theories and theorems","Subtracting Xfrom Y, we have that / obtain / get …"
"2153","Formulating equations, theories and theorems","Equation 1 shows / reveals that"
"2154","Formulating equations, theories and theorems","This gives the formal solution / allows a formal solution to be found …"
"2155","Formulating equations, theories and theorems","It may easily / simply verified that …"
"2156","Formulating equations, theories and theorems","It is straightforward / easy / trivial to verify that …"
"2157","Formulating equations, theories and theorems","For the sake of simplicity / reasons of space, we"
"2158","Explaining why you chose your specific method, model, equipment, sample etc.","The aim / purpose of X is to do Y. Consequently we / As a result we / Therefore we / We thus …"
"2159","Explaining why you chose your specific method, model, equipment, sample etc.","This method / model / system was chosen because it is one of the most practical / feasible / economic / rapid ways to …"
"2160","Explaining why you chose your specific method, model, equipment, sample etc.","We chose this particular apparatus because / on account ofthe fact that / due to / since …"
"2161","Explaining why you chose your specific method, model, equipment, sample etc.","It was decided that the best procedure / method / equipment for this investigation / study was to …"
"2162","Explaining why you chose your specific method, model, equipment, sample etc.","An Xa pproach was chosen / selected in order to …"
"2163","Explaining why you chose your specific method, model, equipment, sample etc.","The design of the X was based on / is geared towards …"
"2164","Explaining why you chose your specific method, model, equipment, sample etc.","We opted for / chose a small sample size because / due to / on the basis of …"
"2165","Explaining why you chose your specific method, model, equipment, sample etc.","By having / By exploiting / Through the use of X, we were able to …"
"2166","Explaining why you chose your specific method, model, equipment, sample etc.","Having an X enabled us to / allowed us to / meant that we could do Y."
"2167","Explaining the preparation of samples, solutions etc.","We used reliable / innovative / classic / traditional techniques based on the recommendations of …"
"2168","Explaining the preparation of samples, solutions etc.","Xs were prepared as described by / according to / following Jude [2010]."
"2169","Explaining the preparation of samples, solutions etc.","Xs were prepared in accordance with / in compliance with / as required by…."
"2170","Explaining the preparation of samples, solutions etc.","Y was prepared using the same / a similar procedure asfor X."
"2171","Explaining the preparation of samples, solutions etc.","All samples were carefully / thoroughly checked for …"
"2172","Explaining the preparation of samples, solutions etc.","X was gradually / slowly / rapidly / gently heated"
"2173","Explaining the preparation of samples, solutions etc.","The final / resulting solutions contained …"
"2174","Explaining the preparation of samples, solutions etc.","This was done by means of / using / with a calculator ."
"2175","Outlining selection procedure for samples, surveys etc.","The traditional / classical / normal / usual approach to sample collection is to … The criteria / reasonsfor selecting Xs were:"
"2176","Outlining selection procedure for samples, surveys etc.","The sample was selected / subdivided on the basis ofXand Y."
"2177","Outlining selection procedure for samples, surveys etc.","The initial sample consisted of / was made up / was composed of …"
"2178","Outlining selection procedure for samples, surveys etc.","Approximately / Just over / Slightly under a half / third / quarter of the sample were …"
"2179","Outlining selection procedure for samples, surveys etc.","A total of 1234 Xs were recruited for this study / this survey / for interviews."
"2180","Outlining selection procedure for samples, surveys etc.","At the beginning of the study, all of the participants / subjects / patients were aged …… In all cases patients’ / subjects’ / participants’ consent was obtained ."
"2181","Outlining selection procedure for samples, surveys etc.","Interviews were performed / conducted / carried out informally"
"2182","Outlining selection procedure for samples, surveys etc.","The interviewees were divided / split / broken down into two groups based on / on the basis of …"
"2183","Indicating the time frame (past tenses)","Initial studies were made / performed / done / carried out / executed using the conditions described above over / for a period of …"
"2184","Indicating the time frame (past tenses)","X was collected / used / tested / characterized / assessed during the first / initial step . Prior to / Before doing X, we did Y."
"2185","Indicating the time frame (past tenses)","First we estimated / determined the value of X, then / subsequently we studied / analyzed / evaluated Y."
"2186","Indicating the time frame (past tenses)","Once / As soon as / After X had been done, we then did Y."
"2187","Indicating the time frame (past tenses)","The levels were thus / consequently / therefore set at …"
"2188","Indicating the time frame (past tenses)","After / Afterwards / Following this, X was subjected to Y."
"2189","Indicating the time frame (past tenses)","The resulting / remaining Xs were then …"
"2190","Indicating the time frame (past tenses)","The experiment was then repeated / replicated under conditions in which …            Finally, independent / separate / further / additional tests were performed on the …"
"2191","Indicating the time frame in a general process (present tenses)","In the first step / During the first phase / In the initial stage of the process …"
"2192","Indicating the time frame in a general process (present tenses)","Once / As soon as / After Xhas been done, we can then do Y."
"2193","Indicating the time frame in a general process (present tenses)","This sets the stage / We are now ready for the next step."
"2194","Indicating the time frame in a general process (present tenses)","At this point / Now X can be …"
"2195","Indicating the time frame in a general process (present tenses)","After / When / As soon as these steps have been carried out,X …"
"2196","Indicating the time frame in a general process (present tenses)","With the completion of these steps / When these steps have been completed, we are now ready to …"
"2197","Indicating the time frame in a general process (present tenses)","This condition cannot be reached until / unless X has been …"
"2198","Indicating the time frame in a general process (present tenses)","When / As soon as Xis ready, the final adjustments can be made ."
"2199","Indicating the time frame in a general process (present tenses)","The completed X can now / then / subsequently be used to …"
"2200","Indicating the time frame in a general process (present tenses)","By reducing the amount of X / if the amount of X is reduced, Y can then be done."
"2201","Indicating the time frame in a general process (present tenses)","To reduce the risk of Y, place / The risk of X can be reduced by placing all the Xs in a container. The experiment proceeds / continues following the steps outlined below ."
"2202","Indicating that care must be taken","To do this entails / involves / requires doing X."
"2203","Indicating that care must be taken","It is seldom / rarely / usually / generally / often / always practical to …"
"2204","Indicating that care must be taken","Considerable / Great care are must be taken / exercised when …"
"2205","Indicating that care must be taken","A great deal of / Considerable attention must be paid when …"
"2206","Indicating that care must be taken","Extreme caution must be taken / used when …"
"2207","Describing benefits of your method, equipment etc.","This method represents a viable / valuable / useful / groundbreaking / innovative alternative to …"
"2208","Describing benefits of your method, equipment etc.","This equipment has the ability / capacity / potential to outperform all previous Xs ."
"2209","Describing benefits of your method, equipment etc.","This apparatus has several / many interesting features / characteristics."
"2210","Describing benefits of your method, equipment etc.","Our method has many interesting / attractive / beneficial / useful / practical / effective / valuable applications ."
"2211","Describing benefits of your method, equipment etc.","Of particular / major / fundamental interest is …"
"2212","Describing benefits of your method, equipment etc.","The key / basic / chief / crucial / decisive / essential / fundamental / important / main / major / principal advantages are:"
"2213","Describing benefits of your method, equipment etc.","Our procedure is a clear improvement / advance on current methods ."
"2214","Describing benefits of your method, equipment etc.","We believe this solution will aid / assist researchers to …"
"2215","Describing benefits of your method, equipment etc.","This solution improves on / enhances / furthers / advances previous methods by …"
"2216","Describing benefits of your method, equipment etc.","The benefits / advantages in terms ofXfar outweigh the disadvantages with regard to Y."
"2217","Outlining alternative approaches","A less lengthy / time-consuming / cumbersome / costly approach is …"
"2218","Outlining alternative approaches","A neater / more elegant / simplified / more practical solution for this problem …"
"2219","Outlining alternative approaches","An alternative solution, though with high overheads / slightly more complicated / less exhaustive is…"
"2220","Outlining alternative approaches","One / One possible / A good way to avoid the use ofXis to use Yinstead."
"2221","Explaining how you got your results","To assess X / evaluate X / distinguish between X and Y, Z was used."
"2222","Explaining how you got your results","X analysis was used to test / predict / confirm Y."
"2223","Explaining how you got your results","Changes in X were identified / calculated / compared using …"
"2224","Explaining how you got your results","The correlation / difference between Xand Y was tested ."
"2225","Explaining how you got your results","The first set of analyses investigated / examined / confirmed / highlighted the impact of …"
"2226","Reporting results from questionnaires and interviews","Of the study population / initial sample / initial cohort, 90 subjects completed and returned the questionnaire."
"2227","Reporting results from questionnaires and interviews","The response rate was 70% at / after / for the first six months and …"
"2228","Reporting results from questionnaires and interviews","The majority of respondents / those who responded felt that …."
"2229","Reporting results from questionnaires and interviews","Over half / Sixty per cent of those surveyed / questioned reported that …"
"2230","Reporting results from questionnaires and interviews","Almost / Just under / Approximately two-thirds of the participants (64%) said / felt / commented that …"
"2231","Reporting results from questionnaires and interviews","Only / Just a small number / Fifteen per cent of those interviewed reported / suggested / indicated that …"
"2232","Reporting results from questionnaires and interviews","Of the 82 subjects who completed the questionnaire / took part in the survey / agreed to participate, just under / over half replied that …."
"2233","Reporting results from questionnaires and interviews","A small minority of / Hardly any / Very few participants (4%) indicated …"
"2234","Reporting results from questionnaires and interviews","In response to Question 1, most / nearly all / the majority of those surveyed indicated that …"
"2235","Reporting results from questionnaires and interviews","When the subjects were asked about / questioned on X the majority commented that …."
"2236","Reporting results from questionnaires and interviews","The overall response to this question was surprisingly / unexpectedly / very / quite negative ."
"2237","Stating what you found","These tests revealed / showed / highlighted that …"
"2238","Stating what you found","Strong / Some / No evidence of X was found …"
"2239","Stating what you found","Interestingly / Surprisingly / Unexpectedly, for high values of X, Y wasfound .."
"2240","Stating what you found","There was a significant positive / no correlation between …"
"2241","Stating what you found","On average / Generally speaking / Broadly speaking, wefound values for X of … The average / mean scorefor X was …"
"2242","Stating what you found","This result is significant only / exclusively at an X level ."
"2243","Stating what you found","Further analysis / analyses / tests / examinations / replications showed that …"
"2244","Stating what you did not find","No significant difference / correlation was  found / identified / revealed / detected /  observed / highlighted between …."
"2245","Stating what you did not find","There were no significant differences between Xand Yin terms of Z / with regard to Z / as far as Z is concerned."
"2246","Stating what you did not find","The analysis did not show / reveal / identify / confirm any significant differences between …"
"2247","Stating what you did not find","None of these differences were / Not one ofthese differences was statistically significant ."
"2248","Stating what you did not find","Overall / Taken as a whole / Generally speaking / With a few exceptions, our results show X did not affect Y."
"2249","Highlighting significant results and achievements","The most striking / remarkable result to emerge from the data is that …"
"2250","Highlighting significant results and achievements","Interestingly / Curiously / Remarkably / Inexplicably, this correlation is related to …."
"2251","Highlighting significant results and achievements","Significantly / Importantly / Crucially / Critically, Xis …"
"2252","Highlighting significant results and achievements","The correlation between X and Y is interesting / of interest / worth noting / noteworthy / worth mentioning because …"
"2253","Highlighting significant results and achievements","The most surprising / remarkable / intriguing correlation is with the …"
"2254","Highlighting significant results and achievements","The single most striking / conspicuous / marked observation to emerge from the data comparison was …"
